median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,distance_to_coast,distance_to_los_angeles,distance_to_san_diego,distance_to_san_jose,distance_to_san_francisco
68346.31,2.0423,3.0,10439.9,2337.2,8856.7,1890.0,40.878314,-118.78129,227041.3,760770.42,918525.36,476094.02,466195.03
351946.12,7.3116,24.0,5783.0,1638.9,2839.2,1343.0,36.561152,-119.929641,254278.6,318538.04,496554.34,194535.27,258372.73
500001.0,15.0,32.0,2635.9,622.5,1954.2,706.0,34.041217,-119.761927,347283.92,140225.22,282739.28,414072.84,478716.07
415211.26,8.7073,37.0,1987.8,610.7,2660.9,657.0,32.619771,-120.29575,342956.85,248514.91,293717.3,544565.02,604282.08
91613.98,2.86,8.0,5464.1,1697.5,2280.2,691.0,37.817679,-114.863879,500000.0,517509.94,603889.5,621292.59,663785.68
500001.0,15.0,35.0,13714.7,4653.7,3726.2,1772.0,37.510296,-120.728711,155690.12,445427.71,623638.1,104280.8,151691.45
331863.45,6.7671,23.0,9682.1,2106.7,2814.2,1359.0,39.333859,-115.509617,500000.0,635887.12,750211.34,598849.47,625388.49
197447.52,2.7882,16.0,7263.5,1774.1,3267.0,1780.0,40.957452,-115.01992,500000.0,818745.13,935462.39,715717.21,727871.57
500001.0,14.3046,36.0,7145.9,1994.8,2992.0,973.0,33.254363,-119.255231,419417.58,129062.46,204250.01,513324.62,577978.34
180078.35,2.6591,9.0,3271.4,818.4,974.2,437.0,39.449217,-119.807151,180689.97,616356.47,785047.06,296552.2,293926.0
198541.97,3.0875,39.0,5166.7,861.7,7230.3,1516.0,34.280413,-116.509284,500000.0,161280.61,183700.13,592421.65,657871.74
316985.92,6.9308,18.0,7015.0,1959.0,4416.1,1251.0,40.652682,-117.066299,377937.68,741456.39,882113.4,556122.59,561519.26
199674.57,4.4152,49.0,141.4,24.3,93.0,40.0,40.281103,-121.050381,52102.48,736144.83,909567.25,335024.47,303242.16
242967.5,4.5823,31.0,7784.5,2476.6,3331.7,1374.0,37.637541,-123.423245,84779.92,614146.07,788942.26,139263.56,89481.07
223276.41,4.5869,38.0,3473.6,578.6,1602.8,481.0,39.247307,-121.71905,22071.16,655844.26,833404.13,212606.77,175224.33
494616.01,8.7468,42.0,10205.7,3125.6,4100.9,1664.0,35.486326,-123.124201,1816.55,473794.71,629244.29,233836.8,261590.26
64219.87,1.1111,37.0,6215.1,1120.0,4343.1,1875.0,36.976095,-121.405311,111010.48,433463.72,611441.57,59010.91,125826.7
300280.18,5.3159,47.0,1219.7,363.6,1217.0,400.0,40.305551,-121.750874,7833.33,761786.06,937604.4,329974.22,287799.55
164083.32,3.7655,34.0,1454.5,224.9,1422.4,419.0,36.863019,-117.80403,434010.37,315274.89,464417.49,366196.78,420427.97
114408.24,2.8534,47.0,8969.4,1545.8,2240.0,1189.0,35.899084,-114.477792,500000.0,399675.45,430825.16,680436.67,736536.31
88563.47,2.8489,41.0,11247.4,1733.0,5538.5,1419.0,37.195018,-117.299691,467904.75,359883.46,497761.94,406479.86,456244.41
15000.0,0.921,6.0,1413.8,263.7,638.0,261.0,40.368368,-114.770181,500000.0,766653.26,876743.18,702168.26,720512.91
182925.02,2.7758,36.0,5153.9,773.4,3149.5,1077.0,35.684476,-116.266611,500000.0,255810.05,339714.19,535109.28,595255.37
418168.99,9.7209,14.0,5245.7,877.5,2737.0,1111.0,34.150735,-116.857285,500000.0,127805.26,161551.01,576083.9,642140.1
283373.95,7.3834,41.0,1722.0,266.9,1089.6,336.0,39.264133,-120.15235,156274.66,604314.92,775743.01,262222.38,257908.95
195772.38,3.9955,24.0,766.4,181.5,767.1,154.0,40.346793,-121.089658,47061.97,744154.44,917594.06,341444.72,308682.22
105439.94,1.9218,33.0,4539.2,823.6,2808.2,664.0,33.456056,-115.614088,500000.0,251584.85,165649.86,713923.28,779754.4
328446.0,7.3384,51.0,2702.2,560.6,1927.0,479.0,34.778804,-114.993371,500000.0,308633.7,304177.28,681989.35,743893.68
396231.71,9.8346,42.0,4094.4,829.5,4529.6,1193.0,33.848734,-119.755234,354010.47,141543.7,271920.99,433514.94,497794.06
330857.99,8.3354,50.0,3422.2,1082.1,2761.1,995.0,35.805443,-124.404837,125712.95,594820.02,748693.39,282028.74,280984.15
67038.29,2.5062,19.0,3299.6,602.7,3179.5,928.0,36.778334,-116.178424,500000.0,356262.65,460082.06,510569.52,563057.12
170947.99,2.6673,29.0,8403.1,2099.1,7702.6,1699.0,39.61385,-121.506777,30703.84,683447.32,859865.39,255030.99,219809.53
500001.0,12.1041,6.0,4211.3,689.9,3925.3,969.0,38.685902,-124.396177,195119.7,754332.77,930496.53,265696.32,200415.47
58055.47,2.1694,3.0,7426.8,1723.9,7287.2,1531.0,38.398821,-116.04762,500000.0,521979.13,639406.73,526075.45,561971.93
231776.94,5.9711,18.0,4664.9,1450.0,6108.5,1345.0,35.847562,-119.067151,353470.69,213621.6,389392.43,301723.06,367100.7
74767.71,1.5424,21.0,8445.7,2139.2,4858.1,1121.0,40.493752,-117.305287,362687.49,721256.6,864498.64,529300.66,534968.25
229283.63,3.7427,29.0,678.4,136.9,214.7,95.0,36.977228,-114.895757,500000.0,444417.04,516461.75,620988.38,670516.13
277571.52,6.3668,42.0,9646.5,2233.6,5574.2,1664.0,41.801497,-118.817675,197917.95,863408.72,1020356.13,561555.88,543662.64
231422.9,4.4018,36.0,2424.3,633.2,1644.0,414.0,38.52435,-119.216462,258456.43,505154.14,671590.77,268913.58,292408.09
273677.91,6.1371,31.0,6613.7,2189.0,3505.8,1198.0,33.699515,-121.448048,202434.59,298708.6,413495.9,406773.06,461031.86
122747.62,2.1474,8.0,3926.0,1246.8,2315.4,948.0,38.923687,-121.295465,67135.81,606776.53,783903.38,183613.98,161471.11
198705.76,2.7401,32.0,4120.6,1410.2,2637.6,657.0,35.588488,-116.136308,500000.0,257172.24,332573.2,550035.68,610438.86
334994.22,5.984,16.0,4063.8,754.8,3219.4,1175.0,39.020108,-119.785193,194793.74,569605.0,739298.79,262183.31,268399.55
270475.03,6.8082,22.0,8380.2,1589.3,3831.8,1415.0,33.161591,-122.782975,94645.06,432126.21,526954.73,471632.87,513483.58
312230.17,5.1135,2.0,7047.2,1198.4,4783.5,1355.0,34.161374,-123.507448,538.24,485077.72,610258.01,382381.11,413013.54
375275.17,7.9108,51.0,1674.1,421.4,1247.2,509.0,40.629504,-119.534339,170742.34,740475.05,904522.13,418583.52,403592.84
92317.64,1.6581,15.0,6360.2,1183.9,5210.1,1232.0,34.658206,-119.617972,340981.03,143437.77,313291.04,361494.61,427637.74
140117.77,3.3881,40.0,8601.5,2474.9,5190.7,1444.0,40.451891,-117.638688,335813.52,713838.93,860804.43,504948.85,508898.06
500001.0,13.378,17.0,57.8,19.7,67.0,17.0,35.153123,-119.553791,331281.87,171767.25,349208.74,320946.93,387734.04
397063.58,9.6802,13.0,5520.8,1455.2,4054.7,1229.0,38.607378,-122.993505,71622.71,661699.51,839994.13,170924.09,105745.05
281982.43,6.5547,35.0,4381.5,1286.0,2227.0,1092.0,39.09443,-119.16807,245831.91,566994.39,731453.51,307550.7,319223.47
197121.93,4.0828,25.0,4849.9,921.5,2617.9,1555.0,37.37022,-114.978711,500000.0,472161.74,553849.45,610746.11,657160.35
390280.86,8.3386,10.0,1714.6,537.1,1684.4,503.0,35.400451,-122.825865,27505.46,445136.86,600886.77,231369.77,265961.2
187885.92,5.7978,45.0,4036.1,1296.7,4609.4,1023.0,34.520122,-117.257576,500000.0,104303.83,200368.16,521692.51,587592.65
116666.18,1.8032,11.0,8015.3,2620.4,2619.0,1336.0,32.815299,-118.264478,500000.0,137311.29,103811.24,601521.26,667481.18
312543.68,8.1454,33.0,1134.3,366.5,232.5,147.0,35.387491,-116.63985,500000.0,208577.24,300455.73,517713.67,579994.8
182552.44,2.6655,14.0,3374.8,716.4,1085.2,537.0,38.705047,-122.918697,67583.18,665648.37,844107.57,176515.26,112726.25
217260.2,7.0697,34.0,10209.7,2609.3,6294.6,1292.0,41.413896,-114.613144,500000.0,878524.68,992641.08,771816.46,781614.53
40322.22,1.6996,22.0,13294.8,2816.6,7077.0,1696.0,40.776443,-117.979853,297325.06,748297.99,898795.63,509781.46,507651.56
500001.0,11.6979,44.0,2930.3,954.4,2222.2,523.0,39.777615,-115.605753,500000.0,678483.71,797010.93,609751.88,631291.52
268395.69,3.8002,4.0,4512.3,1496.7,5179.9,1098.0,39.99025,-121.910629,13411.63,736357.12,913152.95,294699.77,250785.43
110930.42,2.3034,44.0,13224.3,3766.9,5363.2,1748.0,38.817357,-116.736165,464308.19,546885.75,679070.01,480000.83,509425.41
81393.69,2.9651,26.0,9406.5,1824.8,6676.5,1657.0,34.972725,-116.299178,500000.0,205300.18,262800.34,566633.7,629930.11
255782.95,3.6616,1.0,1233.0,212.8,737.4,328.0,41.118353,-120.32693,90944.49,807116.82,975169.65,441155.7,413395.73
229845.75,4.4662,10.0,9095.8,3009.7,7086.7,1859.0,38.871957,-120.468489,139992.38,571961.67,746162.75,210913.05,209747.64
435539.13,9.8837,36.0,4729.9,1046.5,2429.1,1013.0,37.824186,-117.593139,421698.86,423688.06,568917.81,382411.24,424106.24
249051.38,4.6743,2.0,2678.9,749.9,2400.0,558.0,33.5544,-123.519219,15213.12,490840.36,599234.42,446038.44,479145.03
77104.97,1.2183,29.0,692.3,217.0,894.2,198.0,36.747028,-116.775946,500000.0,327930.88,449156.86,458594.07,512204.62
173067.81,2.1429,25.0,10206.4,2895.9,7150.9,1923.0,36.873404,-124.049689,120914.31,612538.26,780056.74,198417.86,175228.74
500001.0,15.0,23.0,4487.3,1560.4,3124.0,797.0,40.713354,-122.498802,81006.86,830729.64,1007677.07,378765.36,327356.37
238524.73,4.8609,30.0,9958.7,2637.7,4149.5,1349.0,37.693158,-117.526491,431753.07,410166.15,553989.95,386811.94,430383.44
317840.8,7.9286,25.0,6051.4,1585.8,3207.1,1822.0,36.113805,-123.467601,49475.42,528037.79,690536.1,195847.13,206352.68
216751.72,3.7247,13.0,11787.0,3221.1,5695.8,1671.0,41.779603,-114.295658,500000.0,926241.75,1038615.83,816489.51,824566.74
133927.38,2.4528,40.0,2204.9,566.0,1481.3,359.0,33.551846,-115.38184,500000.0,269831.11,189648.92,724261.4,789727.0
209284.33,3.3576,34.0,11295.4,3449.9,2922.7,1442.0,36.51421,-117.923826,434631.67,275505.95,427642.72,364279.64,422231.2
176004.22,4.8404,35.0,399.9,135.0,257.9,56.0,32.899234,-115.899897,500000.0,251947.11,119438.73,734977.32,801555.8
127877.98,3.4003,15.0,9888.9,3274.2,5565.6,1882.0,39.529089,-115.180409,500000.0,667274.69,777669.6,632865.1,658194.67
500001.0,14.1693,39.0,10930.9,2719.8,3957.6,1585.0,41.221727,-121.775506,32730.2,855862.02,1030021.89,431740.73,387774.46
125261.14,3.0964,42.0,3380.4,1134.0,1790.9,444.0,35.160355,-115.581178,500000.0,272858.39,307958.22,615283.58,676671.23
110444.85,2.38,20.0,7540.3,1349.0,2093.9,1376.0,40.654246,-122.454665,75868.7,823178.49,1000124.06,371741.31,320727.41
328965.88,7.2811,43.0,4279.2,1117.3,4259.0,988.0,35.276073,-120.159906,272513.11,222296.56,396519.78,276939.02,343030.67
336944.75,7.8397,22.0,6374.5,1604.6,2339.1,1269.0,41.152317,-118.638274,231181.77,790517.83,946746.89,507950.75,496731.14
211113.99,4.563,25.0,6045.1,1162.3,1925.1,1182.0,39.662638,-117.004145,414179.5,633688.51,772112.42,497348.85,514736.96
158347.94,3.1227,14.0,1634.1,566.4,1356.7,272.0,40.146614,-124.183516,210211.16,858268.13,1036881.03,370047.1,305086.7
43413.23,1.4328,19.0,4674.5,1597.3,1540.6,911.0,32.671062,-121.449651,233504.31,335188.09,401419.67,520706.94,573775.77
407523.23,9.3225,46.0,4290.6,645.1,2645.0,715.0,41.646698,-118.110549,260900.16,844790.47,996149.46,578221.8,567038.94
308203.4,7.5469,22.0,2469.3,636.0,3676.8,780.0,39.403374,-120.747629,101324.29,635759.5,809914.87,250111.67,232617.83
204376.41,3.442,23.0,7119.8,1284.8,5707.7,1458.0,35.395135,-116.362237,500000.0,227638.74,306401.72,540006.21,601741.51
152192.2,4.6448,1.0,1655.1,360.7,571.0,261.0,40.379249,-117.657652,336415.4,705661.95,852824.47,498384.15,503048.71
213965.93,3.9118,39.0,5989.4,1295.9,3739.6,1684.0,35.174451,-122.038785,105147.03,369415.08,526214.26,241167.17,290616.92
492928.22,11.9083,30.0,3932.0,860.6,3267.7,965.0,40.791161,-122.967746,122282.68,857670.13,1035324.93,394860.88,339227.54
129146.83,2.4043,5.0,1058.1,280.4,272.5,159.0,33.569514,-117.895007,500000.0,62213.03,116642.99,553695.06,620501.0
118176.01,3.0894,30.0,9250.4,2339.4,5049.1,1467.0,39.185017,-119.770093,191381.27,587062.12,756192.7,276289.31,279204.13
169386.88,2.9153,7.0,6071.6,1474.5,3940.2,1284.0,37.636636,-122.725951,23464.4,567791.58,744535.48,80795.56,30731.14
195151.26,5.3984,13.0,2492.1,634.0,896.9,313.0,33.417077,-121.073071,245689.54,271259.78,372755.04,442446.05,499091.64
188874.4,4.6352,31.0,282.3,76.1,194.7,62.0,34.797991,-121.318009,181624.46,294303.08,448427.08,287293.77,344909.64
231626.76,5.0533,7.0,5095.8,1021.4,3819.1,1203.0,32.617838,-123.364614,56099.35,501939.48,580806.78,541972.31,579278.21
135010.37,2.6423,29.0,84.7,26.5,60.1,18.0,36.953296,-118.757455,346523.1,326210.54,492757.81,280941.84,336166.78
471383.58,10.9237,51.0,5815.8,1514.8,3514.0,861.0,35.36202,-116.481689,500000.0,217058.99,300351.11,531832.76,593932.81
116309.34,3.4129,25.0,6241.8,1265.4,6767.2,1803.0,38.184396,-118.457598,334780.95,460138.72,618855.16,315977.2,350320.02
415367.28,9.139,13.0,6794.8,1252.6,3623.5,1531.0,35.323759,-115.823941,500000.0,262399.05,314610.65,587671.65,648772.54
500001.0,15.0,48.0,5073.3,1538.0,3163.2,840.0,35.349232,-123.16053,1385.18,472392.91,625293.4,248891.76,277180.91
160656.39,2.6538,15.0,1589.4,405.6,330.9,217.0,39.560335,-119.926075,167371.45,630804.51,800019.26,300319.55,294111.6
193668.81,5.5038,51.0,7145.4,1336.0,4429.1,1379.0,32.957357,-118.101141,500000.0,122176.59,91802.45,596655.55,662947.25
169726.66,4.1414,30.0,3750.6,1191.5,1355.8,765.0,41.077502,-117.401984,336768.97,784893.73,929559.77,567495.33,566423.55
500001.0,15.0,7.0,3803.2,1103.6,3454.1,800.0,40.596507,-117.194244,368892.46,733770.76,875832.9,543838.72,549063.06
190394.21,3.7871,5.0,1955.8,421.4,1132.8,599.0,38.844144,-116.845863,453954.98,547453.17,681561.7,471964.77,500728.75
326816.63,5.2029,14.0,5960.5,1225.0,3619.5,775.0,38.135605,-117.659987,405920.16,457274.77,603886.23,382303.59,419282.06
277372.49,5.1352,30.0,4838.3,938.9,4638.8,1502.0,40.976874,-123.510605,172101.73,899210.71,1077341.19,427837.87,368695.17
163591.18,4.2197,23.0,5019.4,824.6,1831.2,864.0,34.260637,-117.19929,500000.0,98583.96,171349.72,544112.86,610349.48
359306.33,7.0518,16.0,7726.9,2618.3,3812.8,1109.0,33.250207,-116.889782,500000.0,153389.14,64117.58,642247.17,709051.22
113027.36,4.74,24.0,11282.2,3852.2,5834.7,1549.0,34.775347,-114.068461,500000.0,391049.1,365934.95,758415.89,818982.47
261014.18,5.9841,43.0,3868.3,893.2,3763.6,986.0,40.048494,-117.219694,383706.24,673105.07,814908.77,504840.66,516254.59
234762.91,5.0945,21.0,3972.4,670.0,5510.3,1256.0,32.829368,-117.288281,500000.0,161925.25,17080.23,653168.47,719936.84
169361.44,3.1183,43.0,5945.7,1297.2,3113.8,869.0,38.036665,-119.09446,283655.36,449897.6,616606.66,257886.85,293263.46
126044.9,3.8138,30.0,3588.1,796.6,2408.7,1085.0,41.956656,-115.386809,476797.28,913875.35,1038893.2,756893.95,759199.97
261330.62,6.2542,12.0,4303.7,869.0,2524.2,830.0,40.629113,-114.033235,500000.0,820400.88,922421.45,770882.04,789086.44
212526.52,6.239,45.0,1523.1,259.0,1365.7,319.0,37.453734,-116.320029,500000.0,416222.26,531879.11,492134.07,538366.46
353160.5,9.4594,40.0,4923.0,838.4,4057.5,1341.0,33.104589,-118.068746,500000.0,106315.3,94999.07,584923.33,651367.67
473714.51,13.6747,30.0,10407.2,3514.7,3375.0,1840.0,40.398048,-123.670974,172480.6,853685.12,1032289.27,373340.35,311525.2
159651.07,3.2784,38.0,6268.3,1936.4,7442.2,1669.0,38.190296,-116.869239,473170.59,476541.36,608837.91,451289.41,488669.57
184549.43,4.8594,22.0,6757.7,1328.8,5237.9,1069.0,33.591863,-117.060104,500000.0,120313.15,97391.77,604004.35,670733.42
235314.7,3.9907,2.0,9777.7,2861.5,6281.6,1400.0,33.391644,-116.356534,500000.0,188948.44,105756.92,666480.31,732966.86
144546.88,2.3062,23.0,1629.2,262.8,596.3,392.0,41.141455,-123.192168,149179.97,900792.32,1078366.09,437309.15,380700.2
261490.83,6.2886,42.0,583.0,117.0,434.1,87.0,38.857402,-117.635809,385246.21,537278.91,683792.88,408657.05,434503.03
349390.37,7.1471,23.0,8756.4,2520.9,4337.3,1405.0,40.378225,-121.394899,20432.08,756950.62,931486.2,340542.33,303214.3
129292.36,2.3486,22.0,6675.4,1835.0,4132.6,1535.0,40.8503,-116.517152,417946.24,771252.58,905850.73,605871.59,612329.87
258783.88,3.5798,30.0,6265.8,1723.0,3222.6,1576.0,37.931837,-121.976073,34527.73,546966.1,725525.0,66244.32,42930.65
124968.62,3.3762,27.0,6915.3,1554.7,3526.3,938.0,37.41574,-117.318224,459061.68,383383.46,522340.75,404014.7,451168.02
68117.47,1.8129,34.0,7253.5,1555.7,4887.6,1810.0,36.58906,-121.402574,122164.85,402494.45,579240.42,94062.04,159271.72
151069.4,4.3849,11.0,1842.3,421.6,2506.2,543.0,35.510993,-124.40556,118261.12,585940.97,735414.43,303321.27,307357.98
110230.57,2.2543,29.0,1969.4,408.1,1321.6,429.0,36.628662,-117.849742,437528.78,288909.99,439172.03,367447.01,424165.31
232697.52,4.9303,37.0,12329.7,2059.0,4124.8,1639.0,39.851857,-123.310675,129205.88,786584.34,965237.96,305365.25,244012.59
134337.97,5.2671,6.0,10228.1,1946.0,3205.5,1725.0,38.218273,-117.57744,410495.95,467290.1,612545.39,391350.91,427219.5
236147.38,5.6735,16.0,3493.3,556.1,1870.5,530.0,40.978971,-114.781101,500000.0,828470.86,942322.71,734055.97,746896.34
303895.61,5.8404,20.0,3480.0,641.2,3284.4,850.0,36.71211,-114.322918,500000.0,462234.41,514023.88,675191.63,726114.16
500001.0,11.2297,10.0,5595.1,1157.1,1606.4,1023.0,38.267351,-122.022808,21524.77,578875.7,757548.76,103774.73,65337.8
153966.04,2.7588,46.0,9410.1,2065.2,6255.4,1353.0,38.497422,-116.002841,500000.0,533597.85,650863.36,532108.59,566939.66
151710.92,2.8431,38.0,5687.9,1922.5,1785.1,1173.0,38.121123,-120.787691,133254.83,507226.68,684498.68,130158.41,148360.69
308316.45,6.6399,37.0,1507.0,468.7,747.0,229.0,39.175021,-115.045201,500000.0,637117.38,742514.78,631322.03,660538.63
208061.47,4.1405,10.0,6963.3,1756.2,2785.0,1177.0,34.755618,-116.23136,500000.0,200285.77,242087.31,584128.32,648018.24
349331.21,8.8039,44.0,6500.6,1831.4,6778.0,1390.0,37.367456,-123.723822,104455.65,617246.59,789624.41,162116.6,123321.54
243000.68,6.2778,25.0,6456.8,1191.3,3987.2,1274.0,33.490136,-120.225062,321955.51,193755.33,298046.56,453871.52,515543.23
500001.0,14.1663,22.0,3434.3,886.8,2395.6,514.0,36.152858,-120.958163,174411.37,340295.06,516657.59,155941.51,221812.53
192332.78,4.2427,32.0,6575.2,2042.2,4674.0,975.0,37.132837,-116.255599,500000.0,386891.25,497555.88,499255.82,548646.65
77907.16,1.8419,17.0,13497.6,2449.2,5191.2,1810.0,38.69613,-120.192,168860.6,545344.16,718572.36,211804.54,220160.53
210327.23,5.4981,26.0,9720.7,2975.3,6421.1,1707.0,41.530045,-117.311822,330650.7,835716.63,979724.28,609442.99,604821.15
190502.03,4.293,16.0,1878.9,449.5,1189.1,360.0,38.206185,-118.17443,358809.32,462184.18,616902.21,340451.4,375182.55
245327.35,6.1761,10.0,1774.6,337.4,661.9,257.0,39.564142,-114.255793,500000.0,708157.47,804342.49,709007.04,736048.13
294837.78,6.6696,17.0,78.9,12.6,57.0,16.0,37.309528,-114.653258,500000.0,486038.5,559001.01,639750.37,686504.73
195315.2,3.252,2.0,1008.3,344.0,538.6,169.0,38.523988,-120.009155,189629.27,522112.31,694751.78,211045.01,226870.44
136730.34,2.4463,2.0,13453.8,2486.6,6075.6,1978.0,33.173856,-116.902429,500000.0,157583.7,55897.37,647627.72,714452.96
198397.11,4.1059,29.0,8692.4,2708.6,3057.3,1140.0,34.91672,-115.790669,500000.0,244300.57,275068.29,610302.23,672963.22
79846.11,1.0739,46.0,9997.1,2576.1,2042.3,1343.0,35.937604,-115.0617,500000.0,357561.49,406334.94,628726.69,685449.01
226250.62,4.7039,4.0,7066.0,2360.9,5220.7,1121.0,36.988687,-123.78459,100293.82,598648.47,768207.28,172364.8,148610.37
114815.48,3.5097,30.0,3099.6,974.4,2408.5,999.0,32.933663,-121.328173,236793.44,312100.5,390166.16,492615.38,546802.94
309752.92,7.5158,12.0,13190.9,2617.1,4176.1,1971.0,33.830229,-121.137585,227137.04,268406.86,389802.0,396150.87,453077.19
15000.0,1.3614,34.0,2844.9,990.1,946.1,611.0,35.129736,-119.938318,297106.16,196421.22,370787.37,301717.07,368015.95
241405.14,4.4988,14.0,5346.9,1220.3,2298.6,746.0,41.729561,-122.72272,123561.28,939817.32,1115699.58,493285.54,441042.08
500001.0,11.539,24.0,1112.6,348.0,1318.0,355.0,35.647797,-119.289838,339678.16,201846.16,379930.55,299027.46,365395.73
273731.24,6.721,24.0,4600.5,1596.5,3090.7,1290.0,37.07939,-117.53625,450743.61,342811.16,485953.53,386615.24,437992.32
315526.06,8.072,18.0,4933.5,1041.8,1579.0,765.0,34.362928,-119.277679,381488.57,101570.54,268116.61,406180.06,472473.62
248000.49,5.495,25.0,3450.4,1032.3,2622.7,797.0,38.302411,-117.509173,413768.68,477369.47,621538.19,399352.03,434089.44
137288.43,1.6538,25.0,1978.0,364.9,2153.5,431.0,35.166491,-123.802363,54653.91,523902.64,670209.58,296320.39,314772.11
204710.52,4.9526,41.0,1885.5,507.6,1588.4,377.0,34.466429,-115.302133,500000.0,273931.79,259456.64,673685.29,737043.32
299787.3,5.7264,25.0,4128.5,960.5,3376.9,1045.0,37.40744,-114.639773,500000.0,494873.37,569392.86,640558.53,686516.26
105372.27,2.3468,28.0,12639.0,2721.9,4387.7,1732.0,32.552305,-118.011972,500000.0,167878.85,81927.44,638871.92,704897.46
194010.86,4.154,30.0,6125.6,1034.7,3716.8,1780.0,32.572808,-115.245395,500000.0,323112.74,180003.55,804379.52,870823.7
63469.53,0.7861,25.0,1844.5,337.0,1458.8,479.0,34.581154,-123.119817,23380.66,451995.22,589070.69,326118.37,360100.57
173634.34,3.6676,24.0,4057.8,1374.5,2571.3,827.0,32.848853,-116.126786,500000.0,237220.4,97644.51,723808.28,790515.81
210470.38,3.4493,40.0,3122.6,854.8,1283.4,640.0,33.526245,-123.248944,41009.13,466497.19,573990.28,441565.54,477784.8
488268.24,10.3952,39.0,2555.3,461.5,3857.5,784.0,35.719176,-120.215893,253988.95,258697.73,436023.51,234205.77,300930.15
174355.58,3.1207,13.0,8253.7,2029.1,4753.3,1759.0,40.124564,-121.099905,52005.45,721409.74,895378.62,317118.97,285612.25
187997.37,3.8198,2.0,8104.2,2406.4,3804.0,1188.0,37.934462,-118.351286,351797.95,432048.39,589790.39,318511.81,357668.5
181929.11,4.2736,34.0,12095.7,3760.6,3393.5,1623.0,37.370343,-121.334097,106281.29,462917.3,641530.82,49250.58,105518.26
129552.15,3.145,16.0,6493.6,1927.9,5048.5,1794.0,35.288144,-117.808207,485219.04,143225.99,291746.45,430989.81,495840.47
354753.8,6.9024,48.0,1739.6,316.3,543.6,278.0,41.35166,-120.642433,58499.31,838866.6,1008096.04,458779.36,426391.54
65867.63,1.356,24.0,7060.5,2365.5,4040.4,925.0,36.271643,-115.461701,500000.0,353258.13,424463.48,584386.6,639651.09
393777.34,8.8635,50.0,6123.9,1527.3,3794.0,1361.0,33.327381,-117.84422,500000.0,88301.82,92900.25,577592.92,644328.02
266535.9,4.4499,2.0,2768.5,800.3,578.9,375.0,38.362132,-122.239368,500.0,598743.48,777388.83,117722.23,67714.32
416453.13,9.7863,29.0,4943.7,1020.8,5141.1,1307.0,33.581465,-120.970641,250135.06,257583.0,367435.28,426136.66,483773.38
85747.58,0.8621,39.0,1424.5,394.9,535.1,195.0,35.77962,-115.602081,500000.0,307940.88,369104.06,587661.63,646125.41
98660.73,1.039,39.0,4338.0,1108.2,2434.8,845.0,37.320413,-120.441963,186426.16,414445.77,592342.56,128048.5,181410.28
222465.24,3.7615,17.0,9350.4,1774.7,3532.6,1312.0,40.805114,-118.87411,221338.53,753211.87,911841.46,464943.78,454916.44
257624.23,6.0712,23.0,4462.1,1471.2,3050.7,1101.0,37.188693,-117.68611,433941.5,352577.27,499201.04,372370.68,422647.55
149864.84,3.2125,12.0,2521.9,699.6,1971.0,754.0,39.171458,-120.847999,99010.36,615138.82,790269.77,223044.4,207389.78
278933.94,6.3618,13.0,11545.6,2503.6,8141.4,1931.0,41.93176,-121.413224,20045.88,919278.94,1090764.36,512207.5,470668.93
397279.68,8.0751,5.0,4396.7,1194.1,3685.2,1015.0,33.749147,-119.509824,379829.91,121876.67,246687.93,453609.88,518433.98
297528.06,6.6832,15.0,10275.1,3325.9,3280.0,1461.0,35.109949,-122.24375,88375.93,384993.77,539045.4,249991.69,296203.82
222875.18,4.7682,2.0,676.8,176.6,389.9,95.0,36.248473,-121.515789,121713.66,385264.75,559623.7,125862.82,187267.28
293658.7,4.7463,6.0,3361.5,785.6,1252.2,508.0,36.507368,-123.848176,93715.06,577629.46,742631.98,197152.95,189040.34
155820.21,3.0991,36.0,9456.7,2641.7,3782.0,1723.0,36.4047,-121.308312,135818.29,382355.4,558591.19,116160.6,181024.86
108549.09,4.3352,23.0,14165.3,3088.2,5727.5,1860.0,41.122305,-121.132607,23471.46,826536.3,998498.1,425596.9,388791.51
103773.69,2.4241,13.0,6383.9,1661.2,4429.3,1077.0,39.28331,-114.400752,500000.0,675021.31,770745.91,687977.55,717329.22
139055.13,2.7987,2.0,288.6,68.0,244.9,74.0,38.2751,-118.307847,345041.8,469849.07,626361.12,331405.18,364527.61
314530.71,6.102,5.0,5785.7,1128.0,2927.0,979.0,35.439041,-116.232485,500000.0,239782.45,314174.08,548637.11,609936.62
113524.11,3.3949,40.0,11294.5,2087.0,6571.0,1921.0,40.326009,-124.023539,200671.42,865270.64,1043946.21,379962.2,316138.76
159950.91,2.8791,16.0,8997.1,2222.5,6811.0,1451.0,41.573075,-123.381365,174657.41,950208.92,1127554.61,487777.04,430804.3
234615.92,5.8681,39.0,1482.5,288.2,1747.8,424.0,40.301384,-115.947362,483565.1,724113.76,849922.45,610913.61,625685.03
254814.46,5.629,35.0,4272.0,1156.3,2256.1,663.0,32.514868,-117.95273,500000.0,172774.63,77670.16,645370.21,711432.47
211338.61,3.9386,41.0,1590.2,529.1,1058.4,317.0,38.545813,-122.494689,26776.34,628552.67,807170.51,144183.74,86513.28
